user_id,gender,age,age_group,family_status,membership_status,membership_duration_days,sign_up_date,total_flight_cost,total_hotel_cost,total_checked_bags,total_rooms_booked,avg_nights_stayed,avg_travel_duration,avg_flight_discount,avg_hotel_discount,num_discounts_used,num_total_bookings,avg_seats_booked,avg_days_before_trip,perk_score_free_meal,eligible_free_meal,perk_score_checked_bag,eligible_free_checked_bag,perk_score_no_cancellation_fees,eligible_no_cancellation_fees,perk_score_exclusive_discounts,eligible_exclusive_discounts,perk_score_hotel_flight_combo,eligible_free_night_combo,perk_score_welcome_drink,eligible_free_welcome_drink,is_no_booker,cluster_scores_elig_k6,assigned_perk,perk_group_marketing_name
464597,F,60,55-64,married with children,long-term,858,2022-12-12,0.0,6129.0,0.0,3.0,1.125,0.0,0.0,0.0125,1,1,0.0,,0.20699502755006047,False,,,0.4589555880917521,False,,,,,,,False,0,exclusive_discounts,The Young Explorers
464614,F,38,35-44,single,long-term,858,2022-12-12,1395.1799999999998,2389.0,2.0,5.0,2.875,1.625,0.00625,0.0,2,5,0.375,6.607870370370371,0.3621108273977512,True,0.23932420303656388,False,0.5344740504083935,False,0.4799477169870706,False,0.276921598988945,True,,,False,1,,The Frequent Flyers
464673,M,50,45-54,married with children,long-term,858,2022-12-12,1208.18,5404.0,3.0,5.0,1.375,1.75,0.01875,0.0,1,4,0.75,7.09375,0.275598037898132,False,0.257959645053564,False,0.5600178035697491,False,0.525241811356393,False,0.1006969890711662,False,,,False,1,,The Frequent Flyers
464782,F,48,45-54,married with children,long-term,858,2022-12-12,52.17,532.0,0.0,2.0,0.5,0.25,0.0,0.00625,1,2,0.125,4.673611111111111,,,,,0.49350288197136766,False,,,,,,,False,0,exclusive_discounts,The Young Explorers
464855,F,29,25-34,single parent,long-term,858,2022-12-12,9546.77,7280.0,3.0,3.0,3.875,4.125,0.03125,0.0,4,3,0.625,122.25618441358024,0.4164561214890472,True,0.35226819546773935,True,0.49947152132392203,False,,,0.28367636510799304,True,,,False,2,,The Savvy Planners
465138,F,38,35-44,single,long-term,858,2022-12-12,845.97,2079.0,3.0,4.0,1.125,1.75,0.00625,0.03125,3,4,0.5,6.613020833333334,0.19685526138959816,False,0.3384022166285193,False,0.5625974697305988,True,0.44126261165186514,False,0.16490670418566486,False,,,False,4,,The Premium Travelers
465343,F,53,45-54,married with children,long-term,858,2022-12-12,1728.59,4252.0,2.0,3.0,1.0,1.125,0.03125,0.01875,4,2,0.375,8.320833333333333,0.2886843166241097,False,0.24151101445885564,False,0.4968412734736438,False,,,0.19798501295918192,False,,,False,2,,The Savvy Planners
465531,F,35,35-44,married without children,long-term,858,2022-12-12,405.71,1011.0,0.0,2.0,1.125,1.375,0.01875,0.024999999999999998,3,2,0.25,7.198611111111111,0.2527449267571563,False,,,0.4962342932005027,False,,,0.14840026243165785,False,,,False,2,,The Savvy Planners
465568,F,50,45-54,married with children,long-term,858,2022-12-12,0.0,657.0,0.0,1.0,0.375,0.0,0.0375,0.03125,3,1,0.0,,,,,,0.4589555880917521,False,,,,,,,False,0,exclusive_discounts,The Young Explorers
465731,F,57,55-64,single,long-term,857,2022-12-13,2291.62,2562.0,0.0,4.0,1.875,2.0,0.03125,0.00625,3,4,0.5,6.604036458333333,0.19966402365273483,False,,,0.4874510568462649,False,0.4592887278723182,False,0.28451912173709654,True,,,False,1,,The Frequent Flyers
466205,F,40,35-44,married with children,long-term,857,2022-12-13,1349.8600000000001,3241.0,2.0,4.0,2.875,0.5,0.0375,0.0,2,4,0.25,9.046875,0.24137884692917616,False,0.24063221063261436,False,0.561388841368268,False,0.4920808802749341,False,0.10588346292937253,False,,,False,1,,The Frequent Flyers
466342,M,18,18-24,single,long-term,857,2022-12-13,0.0,7944.0,0.0,3.0,3.0,0.0,0.0,0.01875,1,2,0.0,,0.3198629216503158,False,,,0.4921425085407516,False,,,,,,,False,0,exclusive_discounts,The Young Explorers
466723,F,40,35-44,married without children,long-term,857,2022-12-13,1693.13,2032.0,0.0,5.0,1.25,2.125,0.0375,0.0,4,5,0.625,6.1850046296296295,0.1618666845854052,False,,,0.5355415980703419,False,0.40006501623898505,False,0.15813846801433576,False,,,False,1,,The Frequent Flyers
467007,M,50,45-54,married with children,long-term,857,2022-12-13,10962.01,5277.0,6.0,3.0,1.5,2.875,0.0125,0.00625,2,4,0.875,9.059722222222222,0.28236796129552477,False,0.3378997115282875,False,0.5601748808219857,False,0.4627506609279625,False,0.08752816059433052,False,,,False,1,,The Frequent Flyers
467092,F,19,18-24,single parent,long-term,857,2022-12-13,902.06,2400.0,0.0,2.0,2.5,3.0,0.0,0.00625,2,2,0.25,168.16296875,0.2940061819647897,False,,,0.4441151944284602,False,,,0.15459680420866295,False,,,False,2,,The Savvy Planners
467339,F,43,35-44,single parent,long-term,857,2022-12-13,566.14,741.0,4.0,3.0,0.625,0.75,0.01875,0.0,1,3,0.5,7.555208333333334,,,0.35087577957593047,True,0.5283084164820768,False,,,0.14437344238853173,False,,,False,5,,The Spontaneous Stayers
467809,F,47,45-54,single parent,long-term,856,2022-12-14,1359.9699999999998,935.0,1.0,3.0,0.625,0.875,0.0,0.025,2,3,0.375,8.456249999999999,,,0.14020289084297224,False,0.5301852711748801,False,,,0.11565994454078685,False,,,False,5,,The Spontaneous Stayers
467892,F,32,25-34,single,long-term,856,2022-12-14,3021.1899999999996,9784.0,0.0,8.0,2.125,1.625,0.0,0.0125,2,6,0.875,6.839650462962963,0.18160865475070553,False,,,0.5785666571131703,True,0.5079887871499106,False,0.3402309995233278,True,,,False,4,,The Premium Travelers
468106,F,46,45-54,single,long-term,856,2022-12-14,2010.3799999999999,657.0,0.0,3.0,0.75,1.875,0.01875,0.00625,2,4,0.625,9.157291666666666,,,,,0.5612424284839342,False,0.4787838796168385,False,0.15180354418392933,False,,,False,1,,The Frequent Flyers
468370,F,34,25-34,single,long-term,856,2022-12-14,162.39999999999998,1249.0,1.0,4.0,2.25,1.5,0.03125,0.0,1,4,0.25,7.597222222222221,0.25931326434619,False,0.1376234915101327,False,0.5607871932790783,False,0.5057156161894212,False,0.07138735366802583,False,,,False,1,,The Frequent Flyers
468409,F,50,45-54,married without children,long-term,856,2022-12-14,2085.04,3265.0,3.0,6.0,2.25,2.5,0.06875,0.0,4,5,0.75,5.4706828703703705,0.4613543206558259,True,0.3386056690074828,False,0.5350309970221233,False,0.39785877064685765,False,0.2877946526718984,True,,,False,1,,The Frequent Flyers
468666,F,43,35-44,single parent,long-term,856,2022-12-14,1156.34,644.0,1.0,3.0,0.6,0.6,0.11000000000000001,0.005,5,3,0.3,7.059722222222223,,,0.1406041802409871,False,0.5293759641440252,False,,,0.2136620687090848,False,,,False,5,hotel_flight_combo,The Spontaneous Stayers
468801,F,45,45-54,married with children,long-term,856,2022-12-14,1078.98,945.0,1.0,2.0,0.5,1.25,0.05,0.0375,4,3,0.375,6.486805555555556,,,0.13918702118614962,False,0.5277573500823156,False,,,0.11637573518951841,False,,,False,5,,The Spontaneous Stayers
468808,F,46,45-54,single parent,long-term,856,2022-12-14,1906.2399999999998,1791.0,2.0,3.0,1.0,1.375,0.01875,0.01875,2,4,0.5,7.365972222222222,0.19047171079156028,False,0.23930190402468157,False,0.5618494087570753,False,0.4915491962380216,False,0.17700337929292154,False,,,False,1,,The Frequent Flyers
468832,F,38,35-44,married without children,long-term,856,2022-12-14,1708.6,2498.0,4.0,4.0,2.375,6.75,0.0,0.0,1,6,0.875,6.488888888888888,0.2776575729068674,False,0.43936296526273383,True,0.5771503698091744,True,0.5350207731736129,False,0.22238115641805445,False,,,False,4,,The Premium Travelers
469237,F,18,18-24,single parent,long-term,856,2022-12-14,0.0,1536.0,0.0,2.0,0.375,0.0,0.03125,0.03125,3,1,0.0,,,,,,0.45866276232308445,False,,,,,,,False,0,exclusive_discounts,The Young Explorers
469418,F,26,25-34,married with children,long-term,856,2022-12-14,0.0,0.0,0.0,0.0,0.0,0.0,0.01875,0.00625,2,0,0.0,,,,,,,,,,,,0.4662828642581233,True,True,3,welcome_drink,The Curious Visitors
469440,F,45,45-54,married with children,long-term,856,2022-12-14,1032.58,3153.0,1.0,6.0,1.75,0.875,0.01875,0.0,2,5,0.375,10.59409722222222,0.25866818975944095,False,0.13790894670698586,False,0.5344240167489822,False,0.48484611342083617,False,0.15564624589618437,False,,,False,1,,The Frequent Flyers
469464,F,47,45-54,married without children,long-term,856,2022-12-14,1208.38,2427.0,3.0,5.0,1.875,0.625,0.08125,0.03125,5,4,0.5,7.496527777777778,0.19043811315683376,False,0.21546597741604337,False,0.5597249778010814,False,0.36871099357584175,False,0.08451080926887342,False,,,False,1,,The Frequent Flyers
469699,F,55,55-64,married with children,long-term,855,2022-12-15,94.0,705.0,2.0,2.0,0.5555555555555556,0.0,0.005555555555555556,0.011111111111111112,2,2,0.1111111111111111,7.618055555555555,0.15208977287998923,False,0.17543623457168261,False,0.4939741137280778,False,,,,,,,False,0,exclusive_discounts,The Young Explorers
469767,F,49,45-54,married without children,long-term,855,2022-12-15,1603.58,2096.0,3.0,5.0,1.375,1.5,0.0,0.01875,1,4,0.625,6.743402777777778,0.261685257357882,False,0.25926607477988717,False,0.5623099761458826,True,0.5371397637686061,False,0.220430995617439,False,,,False,4,,The Premium Travelers
469824,F,52,45-54,single,long-term,855,2022-12-15,190.25,2454.0,2.0,4.0,2.125,1.5,0.024999999999999998,0.04375,3,3,0.25,9.93715277777778,0.26947318908748824,False,0.23794145546416284,False,0.5290272245019776,False,,,0.14081541509201984,False,,,False,2,no_cancellation_fees,The Savvy Planners
471077,F,58,55-64,married without children,long-term,855,2022-12-15,1955.0,1587.0,3.0,5.0,1.125,1.5,0.05625,0.0,2,6,0.75,8.939583333333333,,,0.25754004772591843,False,0.6293307146385483,True,0.4901860573236216,False,0.2882664485829256,True,,,False,4,,The Premium Travelers
471161,F,41,35-44,single,long-term,855,2022-12-15,1133.4299999999998,587.0,3.0,3.0,0.625,0.75,0.0125,0.05,2,2,0.375,6.1395833333333325,,,0.21525101586965678,False,0.4954915644109306,False,,,0.14905604455039778,False,,,False,5,,The Spontaneous Stayers
471186,F,51,45-54,married without children,long-term,855,2022-12-15,1178.48,472.0,0.0,2.0,0.375,0.625,0.0,0.025,1,2,0.25,6.402083333333334,,,,,0.49518807427436007,False,,,0.11632211704977681,False,,,False,5,,The Spontaneous Stayers
471500,F,27,25-34,single parent,long-term,855,2022-12-15,250.81,3708.0,0.0,3.0,2.125,0.625,0.01875,0.0125,2,3,0.125,6.677083333333333,0.378669981633293,True,,,0.5263969766516994,False,,,0.08100588669055245,False,,,False,2,no_cancellation_fees,The Savvy Planners
471565,F,31,25-34,single parent,long-term,855,2022-12-15,194.76,1625.0,1.0,2.0,1.75,0.25,0.0125,0.0125,2,2,0.125,9.608333333333333,0.2141177261120817,False,0.13840384090617985,False,0.49458109400121897,False,,,,,,,False,0,exclusive_discounts,The Young Explorers
471649,F,48,45-54,married with children,long-term,854,2022-12-16,0.0,96.0,0.0,1.0,0.5,0.0,0.05,0.0125,4,1,0.0,,0.1330869506786722,False,,,0.45836993655441677,False,,,,,,,False,0,exclusive_discounts,The Young Explorers
471687,F,42,35-44,married without children,long-term,854,2022-12-16,1691.71,3211.0,2.0,5.0,1.2222222222222223,1.0,0.011111111111111112,0.0,1,4,0.5555555555555556,10.039756944444445,0.21380190834565246,False,0.24087870636958164,False,0.5641362491492574,True,0.5788177447167882,True,0.2980519209743177,True,,,False,4,,The Premium Travelers
471717,F,47,45-54,married with children,long-term,854,2022-12-16,764.47,1023.0,1.0,3.0,0.625,1.0,0.037500000000000006,0.01875,3,3,0.375,6.800462962962963,,,0.13825904815472775,False,0.5288808116176438,False,,,0.16640112197619622,False,,,False,5,hotel_flight_combo,The Spontaneous Stayers
471935,F,49,45-54,married without children,long-term,854,2022-12-16,1307.37,1588.0,0.0,4.0,0.6666666666666666,0.4444444444444444,0.0,0.005555555555555556,1,3,0.3333333333333333,7.048958333333333,0.16996371455449535,False,,,0.5276668510713616,False,,,0.11172029042792213,False,,,False,2,no_cancellation_fees,The Savvy Planners
471946,F,46,45-54,married with children,long-term,854,2022-12-16,0.0,282.0,0.0,1.0,0.375,0.0,0.0,0.0,0,1,0.0,,,,,,0.45836993655441677,False,,,,,,,False,0,exclusive_discounts,The Young Explorers
471973,F,37,35-44,single parent,long-term,854,2022-12-16,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03125,3,0,0.0,,,,,,,,,,,,0.45436512199120627,True,True,3,welcome_drink,The Curious Visitors
472394,F,43,35-44,single,long-term,854,2022-12-16,377.85,3046.0,1.0,2.0,1.25,0.875,0.05,0.0,2,2,0.125,8.108333333333333,0.28641983604354254,False,0.13925352375436464,False,0.4941311909803146,False,,,0.14988010855749098,False,,,False,2,,The Savvy Planners
472446,F,18,18-24,single,long-term,854,2022-12-16,205.27,420.0,0.0,1.0,0.125,1.625,0.018750000000000003,0.0,2,2,0.25,8.527777777777779,,,,,0.4941311909803146,False,,,,,,,False,0,exclusive_discounts,The Young Explorers
472614,F,40,35-44,single,long-term,854,2022-12-16,782.54,1201.0,1.0,2.0,0.625,0.75,0.018750000000000003,0.0,2,2,0.25,9.132638888888888,,,0.13800190179710078,False,0.49686260220944967,False,,,0.17918179383891408,False,,,False,5,hotel_flight_combo,The Spontaneous Stayers
472713,F,42,35-44,married with children,long-term,854,2022-12-16,1171.76,2822.0,4.0,4.0,1.5555555555555556,2.0,0.07222222222222222,0.061111111111111116,5,4,0.5555555555555556,48.24652777777778,0.209246069076737,False,0.3509187069141014,True,0.5872014995286201,True,0.4057534385045466,False,0.23058306472745477,False,,,False,4,,The Premium Travelers
472785,M,47,45-54,single,long-term,854,2022-12-16,1026.8200000000002,1624.0,2.0,2.0,0.875,1.5,0.00625,0.0,1,3,0.375,6.41875,0.18162209380459618,False,0.1764519185967726,False,0.5274645243136479,False,,,0.17285380314612347,False,,,False,2,no_cancellation_fees,The Savvy Planners
472966,F,37,35-44,married without children,long-term,854,2022-12-16,722.9200000000001,791.0,0.0,2.0,0.3333333333333333,0.1111111111111111,0.0,0.005555555555555556,1,2,0.2222222222222222,8.49375,,,,,0.49655911207287906,False,,,0.12598372146837067,False,,,False,5,,The Spontaneous Stayers
473332,F,51,45-54,married without children,long-term,854,2022-12-16,1793.63,3688.0,1.0,3.0,1.75,0.75,0.04375,0.03125,4,4,0.375,6.970833333333333,0.23013035882273888,False,0.13976670267922278,False,0.5603426224421254,False,0.39569771505233065,False,0.16055042317872073,False,,,False,1,,The Frequent Flyers
473343,F,49,45-54,married without children,long-term,854,2022-12-16,885.02,1214.0,3.0,4.0,1.0,1.375,0.00625,0.0,1,3,0.5,7.01574074074074,0.1408009676118801,False,0.338869064966775,False,0.5288808116176438,False,,,0.1520023600858354,False,,,False,2,no_cancellation_fees,The Savvy Planners
473402,F,43,35-44,married without children,long-term,854,2022-12-16,2593.79,4170.0,5.0,5.0,4.5,5.0,0.0,0.00625,2,4,0.875,171.53133391203704,0.39707252609416294,True,0.3654232821175383,True,0.587315308329834,True,0.5128205704615506,False,0.2798743920443295,True,,,False,4,free_meal,The Premium Travelers
473467,F,44,35-44,married without children,long-term,853,2022-12-17,1751.96,1663.0,2.0,4.0,1.0,2.4444444444444446,0.0,0.05555555555555555,3,4,0.4444444444444444,11.187152777777778,0.13496841822335706,False,0.24030276071512768,False,0.5614101701040739,False,0.4697030954652626,False,0.17985274902134818,False,,,False,1,,The Frequent Flyers
473568,F,50,45-54,married with children,long-term,853,2022-12-17,582.32,542.0,1.0,1.0,0.25,0.375,0.06875,0.03125,5,1,0.125,6.959722222222222,,,0.14020242676364067,False,0.46186540530892967,False,,,0.1218002864387874,False,,,False,5,,The Spontaneous Stayers
473712,F,46,45-54,single,long-term,853,2022-12-17,1539.09,3048.0,2.0,5.0,1.875,1.875,0.03125,0.0,1,6,0.625,6.322395833333333,0.2831205483133987,False,0.23962817499874697,False,0.6272169480504572,True,0.5239563249925366,False,0.14898694344782387,False,,,False,4,,The Premium Travelers
473847,F,32,25-34,single parent,long-term,853,2022-12-17,806.08,1100.0,1.0,2.0,0.625,0.875,0.05,0.03125,4,1,0.25,9.721527777777778,0.15641042870581912,False,0.14124085067597794,False,0.4636863461283531,False,,,0.09641574321722104,False,,,False,2,,The Savvy Planners
474007,F,18,18-24,single,long-term,853,2022-12-17,77.23,0.0,0.0,1.0,0.0,0.125,0.0,0.0,0,1,0.125,6.854166666666667,,,,,0.46186540530892967,False,,,,,,,False,0,exclusive_discounts,The Young Explorers
474120,M,44,35-44,single parent,long-term,853,2022-12-17,4191.95,6559.0,3.0,8.0,2.5,2.625,0.05,0.025,3,5,1.0,6.907273148148148,0.3748510504860458,True,0.3407230464271151,True,0.5354415307515195,False,0.49372600041295417,False,0.36056422502507385,True,,,False,1,checked_bag,The Frequent Flyers
474239,F,26,25-34,married with children,long-term,853,2022-12-17,9479.06,0.0,2.0,0.0,0.0,2.5,0.0,0.0,1,2,0.5,,,,0.2594951791439036,False,0.3415568570034163,False,,,,,,,False,0,exclusive_discounts,The Young Explorers
474261,F,34,25-34,single,long-term,853,2022-12-17,63.7,3039.0,1.0,3.0,2.625,0.375,0.0375,0.01875,3,3,0.125,5.534027777777778,0.29194328719258167,False,0.1377956185342147,False,0.525901824125318,False,,,0.0975761227677295,False,,,False,2,no_cancellation_fees,The Savvy Planners
474278,F,25,25-34,single,long-term,853,2022-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.1,5,0,0.0,,,,,,,,,,,,0.4535505972891832,True,True,3,welcome_drink,The Curious Visitors
474384,F,42,35-44,married without children,long-term,853,2022-12-17,1413.17,1495.0,4.0,4.0,0.875,1.25,0.0375,0.0,1,4,0.625,5.39050925925926,0.1526542131433947,False,0.43913955747251254,True,0.5603479546260769,False,0.5191287423233804,False,0.16163172463270323,False,,,False,1,checked_bag,The Frequent Flyers
474464,F,58,55-64,married without children,long-term,853,2022-12-17,2777.4500000000003,1557.0,5.0,4.0,0.75,1.375,0.03125,0.0125,2,3,0.625,6.948263888888889,,,0.29845423296039914,False,0.5275204381870278,False,,,0.17095161265980352,False,,,False,5,hotel_flight_combo,The Spontaneous Stayers
474546,F,53,45-54,married without children,long-term,853,2022-12-17,2110.98,3540.0,1.0,8.0,2.125,2.875,0.018750000000000003,0.05,4,5,1.125,7.575173611111111,0.35791336289925185,True,0.1389706674017683,False,0.5950773425876348,True,0.3982781609058766,False,0.21405954381550096,False,,,False,4,,The Premium Travelers
474951,F,38,35-44,single,long-term,853,2022-12-17,2108.07,1225.0,2.0,6.0,1.2,1.6,0.034999999999999996,0.005,4,5,0.6,7.620972222222223,0.15396452089772883,False,0.23863314250391218,False,0.595684322860776,True,0.47632857289594543,False,0.21240130930071155,False,,,False,4,,The Premium Travelers
474980,F,41,35-44,married without children,long-term,853,2022-12-17,235.66,2456.0,0.0,4.0,1.25,1.0,0.0125,0.0,2,3,0.25,8.028125000000001,0.1695807015186131,False,,,0.5279250917024552,False,,,0.1475668033627934,False,,,False,2,no_cancellation_fees,The Savvy Planners
475060,F,32,25-34,single,long-term,853,2022-12-17,295.48,787.0,2.0,2.0,0.875,0.75,0.018750000000000003,0.01875,2,2,0.25,6.160763888888889,0.16524660663889262,False,0.23818563080447222,False,0.49489524850569244,False,,,0.08571174799155518,False,,,False,2,,The Savvy Planners
475130,F,47,45-54,married with children,long-term,853,2022-12-17,2323.57,1811.0,5.0,9.0,0.875,2.125,0.0125,0.04375,3,6,1.25,8.281805555555556,,,0.3654223694281862,True,0.62873439873331,True,0.46289863465781494,False,0.14776885728681785,False,,,False,4,,The Premium Travelers
475467,F,36,35-44,single,long-term,853,2022-12-17,976.39,1965.0,3.0,3.0,1.0,1.375,0.024999999999999998,0.03125,3,3,0.375,5.514120370370371,0.18031178605026205,False,0.2577297633566672,False,0.5279250917024552,False,,,0.1726615444839122,False,,,False,2,no_cancellation_fees,The Savvy Planners
475531,F,38,35-44,single,long-term,853,2022-12-17,1319.8,936.0,3.0,3.0,0.7777777777777778,2.3333333333333335,0.0,0.005555555555555556,1,4,0.4444444444444444,6.871296296296297,0.13929579357613223,False,0.33904085166601383,False,0.5611066799675033,False,0.570381963056843,True,0.16195281128662212,False,,,False,1,checked_bag,The Frequent Flyers
476081,F,57,55-64,married with children,long-term,852,2022-12-18,742.72,1276.0,0.0,3.0,1.125,1.375,0.0125,0.0,1,4,0.375,7.846180555555556,0.1526542131433947,False,,,0.5603532868100284,False,0.5174356156323783,False,0.16351992557489428,False,,,False,1,,The Frequent Flyers
476104,F,51,45-54,single parent,long-term,852,2022-12-18,2646.31,6744.0,7.0,8.0,2.25,1.625,0.0,0.0,0,7,0.75,8.431712962962964,0.2207297406262599,False,0.5548733202648594,True,0.6621525497625539,True,0.5992851447237725,True,0.22317009783207795,False,,,False,4,,The Premium Travelers
476124,F,36,35-44,single,long-term,852,2022-12-18,1254.52,1403.0,2.0,3.0,1.125,1.375,0.00625,0.01875,2,3,0.375,9.680092592592592,0.16393629888455855,False,0.23904067376893676,False,0.5302065999106859,False,,,0.16017034102275243,False,,,False,2,no_cancellation_fees,The Savvy Planners
476173,F,24,65 and older,single,long-term,852,2022-12-18,0.0,3315.0,0.0,1.0,1.625,0.0,0.0,0.0125,1,1,0.0,,0.24083456524660665,False,,,0.45807711078574914,False,,,,,,,False,0,exclusive_discounts,The Young Explorers
476270,M,51,45-54,single,long-term,852,2022-12-18,627.29,2395.0,1.0,3.0,1.75,0.625,0.0,0.0125,1,3,0.25,5.864583333333334,0.20642386775970972,False,0.13822670182531682,False,0.5269693717872665,False,,,0.09136890206109555,False,,,False,2,no_cancellation_fees,The Savvy Planners
476393,F,52,45-54,married without children,long-term,852,2022-12-18,933.3299999999999,788.0,1.0,2.0,0.5,0.875,0.03125,0.0,3,2,0.25,7.1090277777777775,,,0.14029320068089718,False,0.4953558158944998,False,,,0.10583696750890789,False,,,False,5,,The Spontaneous Stayers
476436,F,42,35-44,married with children,long-term,852,2022-12-18,1198.01,2301.0,2.0,4.0,1.5,2.0,0.0,0.0,0,4,0.5,8.421875,0.1603682300766026,False,0.238697231859603,False,0.5629329529708782,True,0.5674449517289227,True,0.29078632001520643,True,,,False,4,,The Premium Travelers
476535,F,49,45-54,single parent,long-term,852,2022-12-18,1792.21,508.0,3.0,3.0,0.7777777777777778,0.6666666666666666,0.0,0.005555555555555556,1,4,0.4444444444444444,6.371990740740741,,,0.33948943074791643,True,0.560656776946599,False,0.5676480887746124,True,0.2084677142654622,False,,,False,5,hotel_flight_combo,The Spontaneous Stayers
476665,F,39,35-44,married without children,long-term,852,2022-12-18,3649.01,7377.0,4.0,9.0,2.25,2.5,0.00625,0.0,1,6,1.125,7.578472222222222,0.38432110379429285,True,0.44076818587676647,True,0.6289926393644036,True,0.5735777265575166,True,0.3587718669755025,True,,,False,4,free_meal,The Premium Travelers
476693,F,38,35-44,single,long-term,852,2022-12-18,2267.21,1461.0,2.0,4.0,1.125,1.25,0.0125,0.025,2,4,0.5,7.5010416666666675,,,0.23970145312520302,False,0.5621742276294518,True,0.510950809873018,False,0.2282299245679718,False,,,False,4,,The Premium Travelers
476714,F,45,45-54,single,long-term,852,2022-12-18,1147.6599999999999,2640.0,2.0,4.0,1.25,1.5,0.0125,0.0125,2,3,0.5,9.472916666666668,0.2853850288939659,False,0.23890994262123144,False,0.5302065999106859,False,,,0.17845113104577287,False,,,False,2,no_cancellation_fees,The Savvy Planners
476742,M,49,45-54,single parent,long-term,852,2022-12-18,209.8,2646.0,1.0,1.0,1.125,0.75,0.0125,0.01875,2,2,0.125,,0.219600860099449,False,0.13847363843764907,False,0.49141044411908247,False,,,,,,,False,0,exclusive_discounts,The Young Explorers
476916,F,34,25-34,single parent,long-term,852,2022-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.00625,0.025,1,0,0.0,,,,,,,,,,,,0.5137678822637173,True,True,3,welcome_drink,The Curious Visitors
476956,F,29,25-34,single,long-term,852,2022-12-18,965.52,1097.0,0.0,3.0,0.875,0.75,0.00625,0.00625,2,3,0.25,7.129166666666666,,,,,0.527374025302694,False,,,0.10296766319659609,False,,,False,5,,The Spontaneous Stayers
477285,F,52,45-54,married without children,long-term,852,2022-12-18,632.5600000000001,961.0,1.0,2.0,0.625,0.75,0.00625,0.025,3,2,0.25,7.786458333333334,,,0.13790588378339746,False,0.49565930603107033,False,,,0.16671216168122083,False,,,False,5,hotel_flight_combo,The Spontaneous Stayers
477316,F,39,35-44,single,long-term,852,2022-12-18,1632.27,1232.0,2.0,4.0,1.625,1.625,0.0,0.00625,1,4,0.375,6.646064814814815,0.16204139228598308,False,0.23961984477474516,False,0.5608085220148842,False,0.5369919531857641,False,0.20919678492430838,False,,,False,1,,The Frequent Flyers
477597,F,48,45-54,married with children,long-term,851,2022-12-19,1400.0,858.0,0.0,2.0,0.75,0.75,0.06875,0.0,3,2,0.25,6.013541666666667,0.1590512027953232,False,,,0.4946024227370248,False,,,0.1613521429241934,False,,,False,2,,The Savvy Planners
477730,F,46,45-54,single,long-term,851,2022-12-19,3485.71,7350.0,0.0,6.0,2.875,3.375,0.0,0.01875,1,5,0.75,7.352499999999999,0.48382945840612823,True,,,0.5952701010374801,True,0.5711041490957369,True,0.30496502566745043,True,,,False,4,free_meal,The Premium Travelers
477805,F,34,25-34,single,long-term,851,2022-12-19,0.0,2000.0,0.0,1.0,1.25,0.0,0.0125,0.025,3,1,0.0,,0.20905792232226852,False,,,0.45793069790141533,False,,,,,,,False,0,exclusive_discounts,The Young Explorers
478003,M,55,55-64,married without children,long-term,851,2022-12-19,1413.54,910.0,1.0,2.0,0.4,0.5,0.005,0.01,2,3,0.3,9.23125,,,0.14031417706668448,False,0.5280369194492149,False,,,0.11716521313408607,False,,,False,5,,The Spontaneous Stayers
478146,F,50,45-54,married without children,long-term,851,2022-12-19,1944.81,670.0,4.0,2.0,1.0,2.625,0.03125,0.0375,4,4,0.625,5.652777777777778,0.162793979303857,False,0.35300848708281585,True,0.4836894232428417,False,0.4060771960634843,False,,,,,False,1,checked_bag,The Frequent Flyers
478188,M,30,25-34,single,long-term,851,2022-12-19,602.9300000000001,1167.0,2.0,3.0,1.375,0.75,0.0,0.00625,1,3,0.25,7.568402777777777,0.24926421179948932,False,0.17568154690635435,False,0.5274299391760738,False,,,0.1551007582307925,False,,,False,2,no_cancellation_fees,The Savvy Planners
478228,M,28,25-34,married without children,long-term,851,2022-12-19,328.98,1442.0,0.0,3.0,1.625,0.25,0.0,0.0125,1,2,0.25,6.460416666666666,0.2026474936164494,False,,,0.493084972054172,False,,,,,,,False,0,exclusive_discounts,The Young Explorers
478291,F,47,45-54,married with children,long-term,851,2022-12-19,802.3199999999999,634.0,2.0,2.0,0.375,0.875,0.0125,0.0,1,2,0.25,7.046875,,,0.23936170064655532,False,0.49520940301016597,False,,,0.0896047489399563,False,,,False,5,,The Spontaneous Stayers
478533,F,49,45-54,married without children,long-term,851,2022-12-19,445.66,435.0,0.0,1.0,0.625,0.625,0.0125,0.0,1,1,0.125,5.097916666666666,0.15208305335304395,False,,,0.46096559926712094,False,,,0.08600836297493784,False,,,False,2,,The Savvy Planners
478585,F,47,45-54,single,long-term,851,2022-12-19,2967.16,1803.0,3.0,4.0,1.125,1.625,0.0,0.0,0,5,0.75,9.549826388888889,0.17918290552345115,False,0.25935401781322104,False,0.5956342892013647,True,0.6060793652036548,True,0.23263699215126682,False,,,False,4,,The Premium Travelers
478760,F,22,18-24,single,long-term,851,2022-12-19,11790.36,260.0,2.0,1.0,0.125,2.5,0.1,0.025,5,3,0.5,,,,0.2648583119392761,False,0.424597364568082,False,,,,,,,False,0,exclusive_discounts,The Young Explorers
